FID,geom,mifcode,strecke_nr,richtung,laenge,von_km_i,bis_km_i,von_km_l,bis_km_l,elektrifiz,bahnnutzun,geschwindi,strecke_ku,gleisanzah,bahnart,kmspru_typ,kmspru_t00
2019-01_DB-Netz-MRN_4326.439,"MULTILINESTRING ((8.938925 49.230283, 8.940266 49.230493, 8.940942 49.230571, 8.941624 49.230621, 8.94231 49.230634, 8.942995 49.23061, 8.943675 49.230549, 8.944345 49.230451, 8.945 49.230317, 8.94564 49.230155, 8.946887 49.22978, 8.948104 49.229376))",xka_mrk_830,4114,0,700,101550000,101620000,"15,5 + 0","16,2 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Meckesheim - Friedrichshall,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.440,"MULTILINESTRING ((8.948104 49.229376, 8.948113 49.229373, 8.949348 49.228981, 8.949976 49.228799, 8.950612 49.228629, 8.951256 49.228474, 8.951909 49.228334, 8.952568 49.228209, 8.953233 49.228098, 8.953903 49.228002, 8.954579 49.227921, 8.955258 49.227856, 8.955939 49.227804, 8.957307 49.227729, 8.958677 49.227672, 8.960049 49.227621, 8.961416 49.227532, 8.962092 49.227457, 8.962765 49.22737, 8.9641 49.227161, 8.965426 49.226927, 8.968066 49.226485))",xka_mrk_830,4114,0,1500,101620000,101770000,"16,2 + 0","17,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Meckesheim - Friedrichshall,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.441,"MULTILINESTRING ((8.968066 49.226485, 8.968086 49.226482, 8.969416 49.226258, 8.970085 49.226155, 8.970761 49.22608, 8.971446 49.226064, 8.97213 49.226085, 8.974839 49.226377, 8.975522 49.226415, 8.976208 49.226412, 8.976888 49.226353, 8.977552 49.226241, 8.978189 49.226074, 8.978798 49.225868, 8.980319 49.225215))",xka_mrk_830,4114,0,934,101770000,101860034,"17,7 + 0","18,6 + 34",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Meckesheim - Friedrichshall,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.442,"MULTILINESTRING ((8.980319 49.225215, 8.981095 49.224882, 8.981689 49.224658, 8.982301 49.224456, 8.982938 49.224286, 8.983591 49.224148, 8.984257 49.22404, 8.984933 49.223964, 8.985616 49.22392, 8.986303 49.22391, 8.986988 49.22393, 8.987669 49.223984, 8.988343 49.22407, 8.989005 49.224187, 8.989651 49.224338, 8.990283 49.224512, 8.991516 49.224887, 8.99274 49.225275, 8.993359 49.225468, 8.99399 49.225644, 8.994641 49.225788, 8.995301 49.225909, 8.996216 49.226033))",xka_mrk_830,4114,0,1232,101860034,101980068,"18,6 + 34","19,8 + 68",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Meckesheim - Friedrichshall,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.443,"MULTILINESTRING ((8.996216 49.226033, 8.996511 49.226073, 8.99773 49.226206, 8.999351 49.226401, 9.000698 49.226574, 9.002038 49.226769, 9.002704 49.226878, 9.003366 49.226997, 9.004022 49.227129, 9.004673 49.227273, 9.005316 49.22743, 9.005954 49.227595, 9.008492 49.228281, 9.01103 49.228967, 9.013569 49.229653, 9.016107 49.230339, 9.018646 49.231024, 9.021184 49.23171, 9.023723 49.232395, 9.026262 49.233082, 9.02689 49.233263, 9.027514 49.233451, 9.028739 49.233856, 9.029949 49.234281, 9.032375 49.235124, 9.034801 49.235967, 9.037232 49.236804, 9.037849 49.237, 9.038473 49.237188, 9.039104 49.237365, 9.039741 49.237532))",xka_mrk_830,4114,0,3432,101980068,102330000,"19,8 + 68","23,3 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Meckesheim - Friedrichshall,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.444,"MULTILINESTRING ((9.039741 49.237532, 9.039742 49.237532, 9.040385 49.23769, 9.041033 49.237837, 9.041686 49.237975, 9.042345 49.238103, 9.043009 49.238218, 9.043677 49.238322, 9.044349 49.238415, 9.045023 49.238499, 9.04773 49.238802, 9.050438 49.239102, 9.053146 49.239403, 9.055854 49.239704, 9.058562 49.240004, 9.059241 49.240068, 9.059923 49.240122, 9.060607 49.240161, 9.061292 49.240186, 9.061979 49.240199, 9.062665 49.240196, 9.063351 49.240175, 9.064035 49.240137, 9.064716 49.240081, 9.065394 49.240008, 9.066066 49.239918, 9.066733 49.239811, 9.067393 49.239686, 9.068046 49.239547, 9.069333 49.239235, 9.070606 49.238897, 9.073161 49.238236, 9.074439 49.237908, 9.075731 49.237604, 9.076384 49.237465, 9.077042 49.237335, 9.077703 49.237214, 9.078368 49.237103, 9.079036 49.237, 9.079708 49.236906, 9.080382 49.236822, 9.081059 49.236747, 9.081738 49.236681, 9.082419 49.236624, 9.083102 49.236577, 9.083786 49.236539, 9.084472 49.23651, 9.085157 49.236491, 9.08653 49.23648, 9.087903 49.236507, 9.088588 49.236535, 9.089272 49.236571, 9.089955 49.236618, 9.090637 49.236673, 9.093353 49.236939, 9.096068 49.237208))",xka_mrk_830,4114,0,4200,102330000,102750000,"23,3 + 0","27,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Meckesheim - Friedrichshall,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.445,"MULTILINESTRING ((9.096068 49.237208, 9.098784 49.237477, 9.101282 49.237724, 9.102857 49.23788, 9.104214 49.238016, 9.104889 49.238102, 9.105558 49.238203, 9.106217 49.238328, 9.106868 49.23847, 9.107512 49.238626, 9.108148 49.238794, 9.110658 49.239525, 9.113166 49.240257, 9.113791 49.240444, 9.114421 49.240623, 9.115057 49.240793, 9.115707 49.240937, 9.116376 49.241038, 9.117056 49.241096, 9.117742 49.241112, 9.118427 49.241083, 9.119104 49.24101, 9.119768 49.240897, 9.120413 49.240744, 9.121044 49.240566, 9.123554 49.239835, 9.124188 49.239662, 9.124833 49.239509, 9.125494 49.239387, 9.126165 49.239292))",xka_mrk_830,4114,0,2300,102750000,102980000,"27,5 + 0","29,8 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Meckesheim - Friedrichshall,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.446,"MULTILINESTRING ((9.126165 49.239292, 9.126844 49.239227, 9.127528 49.239191, 9.128215 49.239185, 9.1289 49.239208, 9.129582 49.239261, 9.130257 49.239343, 9.130922 49.239454, 9.131575 49.239593, 9.132212 49.23976, 9.132831 49.239955, 9.133428 49.240177, 9.134007 49.240418, 9.135149 49.240917, 9.136275 49.241433, 9.138292 49.242336, 9.139675 49.242956, 9.14024 49.243212, 9.14081 49.243462, 9.141387 49.243706, 9.141985 49.243926, 9.142615 49.244106, 9.143267 49.244245, 9.143938 49.244339, 9.144621 49.244386, 9.145307 49.244387, 9.14599 49.244345, 9.146664 49.244262, 9.147332 49.244155, 9.147999 49.244047, 9.14866 49.243925, 9.149315 49.24379, 9.149957 49.243632, 9.150578 49.243441, 9.151178 49.243222, 9.151753 49.242977, 9.152302 49.242707, 9.152824 49.242415, 9.153315 49.2421, 9.153774 49.241766, 9.154196 49.241411, 9.154577 49.241037, 9.154914 49.240646, 9.155205 49.240239, 9.155453 49.23982, 9.155661 49.239392, 9.155844 49.238958, 9.156565 49.237223, 9.156765 49.236793, 9.156981 49.236366, 9.157218 49.235944, 9.15748 49.235529, 9.157771 49.235122, 9.158092 49.234725, 9.158455 49.234343, 9.158837 49.23397, 9.159215 49.233594, 9.159606 49.233224, 9.160014 49.232863, 9.160449 49.232515, 9.160918 49.232187, 9.161417 49.231878, 9.161943 49.23159, 9.162495 49.231323, 9.162630300961553 49.231265784342085))",xka_mrk_830,4114,0,3944,102980000,103370045,"29,8 + 0","33,7 + 45",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Meckesheim - Friedrichshall,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.447,"MULTILINESTRING ((8.905383 49.238367, 8.905959 49.237901, 8.906407 49.237508, 8.906777 49.23713, 8.907128 49.236744, 8.908494 49.235173, 8.909843 49.233607, 8.910144 49.233202, 8.910473 49.232808, 8.910855 49.232435, 8.911289 49.232087, 8.911787 49.231778, 8.912321 49.231497, 8.913434 49.23097, 8.914573 49.230468, 8.914577 49.230466))",xka_mrk_830,4115,0,1123,99969976,100080000,"-0,3 + -23","0,8 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Steinsfurt - Eppingen,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.448,"MULTILINESTRING ((8.914577 49.230466, 8.915142 49.230215, 8.915692 49.229946, 8.915695 49.229945))",xka_mrk_830,4115,0,100,100080000,100090000,"0,8 + 0","0,9 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Steinsfurt - Eppingen,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.449,"MULTILINESTRING ((8.915695 49.229945, 8.91621 49.229651, 8.916682 49.229326, 8.917093 49.228966, 8.917438 49.228578, 8.917716 49.228167, 8.917921 49.227738, 8.918054 49.227297, 8.918109 49.226849, 8.918085 49.226399, 8.917994 49.225955, 8.917238 49.224227, 8.917129 49.223785, 8.91708 49.223336, 8.917115 49.222887, 8.917204 49.222442, 8.91744 49.221556, 8.91772 49.220676, 8.917979 49.219793, 8.918117 49.219352, 8.918286 49.218917, 8.918515 49.218493, 8.918796 49.218083, 8.919133 49.217691, 8.919516 49.217319, 8.920039 49.216897, 8.920598 49.216494, 8.922245 49.215299, 8.924084 49.213964, 8.925923 49.212629, 8.927762 49.211294, 8.929601 49.209959, 8.930534 49.209299, 8.931432 49.208619, 8.931856 49.208266, 8.932257 49.207901, 8.932628 49.207523, 8.93297 49.207133, 8.933281 49.206732, 8.933562 49.206322, 8.933808 49.205902, 8.934026 49.205476, 8.934391 49.204617, 8.934707 49.203748, 8.935065 49.20288, 8.935382 49.202005, 8.935516 49.201565, 8.935622 49.20112, 8.935692 49.200673, 8.935726 49.200224, 8.935723 49.199775, 8.935693 49.199326, 8.935465 49.197534, 8.935447 49.197084, 8.935457 49.196635, 8.935507 49.196187, 8.935593 49.195741, 8.935717 49.195299, 8.935871 49.19486, 8.936247 49.193996, 8.936411 49.193559, 8.93653 49.193117, 8.936575 49.192669, 8.936552 49.192219, 8.93646 49.191774, 8.9363 49.191337, 8.936068 49.190915, 8.935797 49.190501, 8.935239 49.18968, 8.934974 49.189265, 8.934749 49.188841, 8.934592 49.188403, 8.934508 49.187958, 8.934507 49.187509, 8.934572 49.187061, 8.934692 49.186619, 8.934848 49.186181, 8.935461 49.184428, 8.936074 49.182675, 8.936234 49.182238, 8.936381 49.181799, 8.936516 49.181358, 8.936612 49.180913, 8.936645 49.180464, 8.93662 49.180015, 8.936537 49.179569, 8.936395 49.179129, 8.93619 49.1787, 8.935942 49.178282, 8.935375 49.177463, 8.93477 49.176656, 8.934469 49.176251, 8.934196 49.175839, 8.933968 49.175415, 8.93379 49.174981, 8.93367 49.174539, 8.933609 49.174091, 8.933603 49.173642, 8.933657 49.173194, 8.933768 49.17275, 8.933934 49.172314))",xka_mrk_830,4115,0,9180,100090000,101000080,"0,9 + 0","10,0 + 80",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Steinsfurt - Eppingen,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.450,"MULTILINESTRING ((8.933934 49.172314, 8.934157 49.171889, 8.934415 49.171473, 8.935474 49.169814, 8.936532 49.168155, 8.936622 49.167999, 8.936707 49.167842, 8.936944 49.167298, 8.937619 49.165555, 8.938295 49.163812, 8.938971 49.162069, 8.939646 49.160326, 8.939788157734542 49.159959460160785))",xka_mrk_830,4115,0,9180,100090000,101000080,"0,9 + 0","10,0 + 80",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Steinsfurt - Eppingen,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.451,"MULTILINESTRING ((9.115517 49.345446, 9.115561 49.345383, 9.11619 49.344583, 9.116528 49.34419, 9.116545 49.344175))",xka_mrk_830,4120,0,160,105070092,105090052,"50,7 + 92","50,9 + 52",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neckarelz - W�-Heidingsf. West,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.452,"MULTILINESTRING ((9.116545 49.344175, 9.116916 49.343821, 9.11739 49.343499, 9.117919 49.343212, 9.11848 49.342951, 9.119073 49.342723, 9.119691 49.342525, 9.119941 49.342462))",xka_mrk_830,4120,0,317,105090052,105120069,"50,9 + 52","51,2 + 69",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.453,"MULTILINESTRING ((9.119941 49.342462, 9.120333 49.342364, 9.120997 49.34224, 9.12167 49.342158, 9.122269 49.342125, 9.123045 49.342114, 9.123437 49.342139, 9.12376 49.342167, 9.124403 49.342244, 9.12506 49.34237, 9.125701 49.342539, 9.126309 49.342749, 9.126892 49.342986, 9.128016 49.343506, 9.129133 49.344031, 9.129682 49.344302, 9.130225 49.344578, 9.131288 49.345149, 9.132331 49.345736, 9.133376 49.34632, 9.134399 49.346922, 9.135384 49.34755, 9.13589 49.347854, 9.136412 49.348147, 9.136957 49.348421, 9.137516 49.348684, 9.139784 49.349702, 9.141572 49.350543, 9.141794 49.350649, 9.142011 49.350759, 9.142517 49.351068, 9.142946 49.351415, 9.143294 49.351803, 9.14354 49.352222, 9.143666 49.352661, 9.143722 49.35311, 9.143728 49.353201))",xka_mrk_830,4120,0,2241,105120069,105350010,"51,2 + 69","53,5 + 10",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.454,"MULTILINESTRING ((9.143728 49.353201, 9.143782 49.354008, 9.143824 49.354458, 9.143912 49.354903, 9.14409 49.355336, 9.144331 49.355757, 9.14495 49.35656, 9.145224 49.356972, 9.145467 49.357391, 9.145806 49.358262, 9.146051 49.359148, 9.146598 49.360873, 9.146609 49.360908))",xka_mrk_830,4120,0,886,105350010,105440000,"53,5 + 10","54,4 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.455,"MULTILINESTRING ((9.146609 49.360908, 9.147157 49.362634, 9.147716 49.364395, 9.14786 49.364835, 9.148025 49.365271, 9.148226 49.365701, 9.148461 49.366123, 9.148738 49.366535, 9.149044 49.366937, 9.149711 49.367724, 9.150419 49.368495, 9.151806 49.370049, 9.153193 49.371602, 9.15458 49.373156, 9.155275 49.373932, 9.15564 49.374313, 9.156027 49.374685, 9.15645 49.37504, 9.156902 49.375379, 9.157382 49.375701, 9.15789 49.376004, 9.158423 49.376288, 9.158979 49.376554, 9.159557 49.376797, 9.160149 49.377028, 9.162532 49.377929, 9.164916 49.37883, 9.166108 49.37928, 9.166714 49.379494, 9.167333 49.379689, 9.167974 49.379854, 9.16863 49.37999, 9.169298 49.380097, 9.169977 49.380175, 9.170662 49.380219, 9.171349 49.380239, 9.174103 49.380202, 9.174791 49.380202, 9.175479 49.380223, 9.176163 49.380275, 9.17684 49.380356, 9.177507 49.380467, 9.178161 49.380607, 9.1788 49.380775, 9.17942 49.380971, 9.180019 49.381193, 9.180593 49.38144, 9.181141 49.381712, 9.18166 49.382007, 9.182149 49.382324, 9.182603 49.382662, 9.183017 49.383021, 9.183401 49.383394, 9.184114 49.384163, 9.184782 49.38495, 9.186156 49.386508, 9.186797 49.387248, 9.187451 49.387983, 9.188212 49.388791, 9.189022 49.389577, 9.189867 49.390287, 9.190743 49.390981, 9.192482 49.392376, 9.19422 49.393771, 9.195958 49.395167, 9.197695 49.396562, 9.199433 49.397958, 9.200284 49.398666, 9.201185 49.399346, 9.201667 49.399666, 9.202178 49.399968, 9.202721 49.400244, 9.203292 49.400495, 9.203889 49.40072, 9.204504 49.400922, 9.20577 49.401275, 9.207063 49.401588, 9.208338 49.401931, 9.209632 49.402238, 9.21029 49.402374, 9.210958 49.402477, 9.211375 49.402511, 9.211776 49.402529, 9.212333 49.402521, 9.212761 49.402491, 9.213165 49.402447, 9.213685 49.402365, 9.214327 49.402208, 9.21495 49.402014, 9.21614 49.401561, 9.217286 49.40106, 9.218433 49.40056, 9.219625 49.40011, 9.220248 49.39992, 9.220894 49.399764, 9.22156 49.399651, 9.222241 49.399581, 9.222754 49.399557, 9.223272 49.399557, 9.223444 49.399563, 9.223616 49.399572))",xka_mrk_830,4120,0,11300,105440000,106570000,"54,4 + 0","65,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.456,"MULTILINESTRING ((9.223616 49.399572, 9.2243 49.399636, 9.224966 49.399744, 9.225616 49.399891, 9.226245 49.400076, 9.226849 49.400292, 9.22742 49.400542, 9.227955 49.400826, 9.228446 49.401141, 9.228889 49.401485, 9.229283 49.401853, 9.229621 49.402245, 9.229922 49.402649, 9.230509 49.403462, 9.23107 49.404284, 9.232218 49.405919, 9.233366 49.407553, 9.234514 49.409188, 9.235663 49.410823, 9.235957 49.41123, 9.236282 49.411626, 9.236658 49.412002, 9.237079 49.412358, 9.237545 49.412689, 9.238053 49.412993, 9.238597 49.413268, 9.239175 49.413513, 9.239782 49.413726, 9.240414 49.413904, 9.241067 49.414046, 9.241736 49.414154, 9.242415 49.41423, 9.243099 49.414285, 9.245834 49.414509, 9.248569 49.414732, 9.249935 49.414852, 9.251304 49.414954, 9.25199 49.414998, 9.252678 49.41502, 9.254052 49.41497, 9.254733 49.414899, 9.255404 49.414799, 9.256062 49.414666, 9.256709 49.414514))",xka_mrk_830,4120,0,11300,105440000,106570000,"54,4 + 0","65,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.457,"MULTILINESTRING ((9.256709 49.414514, 9.25671 49.414513, 9.25799 49.414179, 9.258638 49.414025, 9.259299 49.413901, 9.259979 49.413827, 9.260666 49.413803, 9.261353 49.413837, 9.262031 49.413912, 9.26337 49.414124, 9.264689 49.414388, 9.267345 49.41487, 9.270002 49.415348, 9.272658 49.415827, 9.275314 49.416309, 9.27797 49.41679, 9.278635 49.416907, 9.279296 49.417035, 9.279947 49.417182, 9.280584 49.417351, 9.281201 49.417552, 9.281784 49.417777))",xka_mrk_830,4120,0,1900,106570000,106760000,"65,7 + 0","67,6 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.458,"MULTILINESTRING ((9.281784 49.417777, 9.281794 49.417781, 9.282362 49.418035, 9.282901 49.418315, 9.28341 49.418619, 9.283884 49.418944, 9.284323 49.419291, 9.284724 49.419656, 9.285086 49.420039, 9.285405 49.420437, 9.285682 49.420849, 9.285914 49.421272, 9.286098 49.421705, 9.286239 49.422145, 9.286334 49.42259, 9.286399 49.423038, 9.286646 49.424828, 9.286892 49.426619, 9.287014 49.427516, 9.28708 49.427963, 9.28717 49.428409, 9.287304 49.42885, 9.287481 49.429284, 9.287703 49.429709, 9.287969 49.430124, 9.288284 49.430524, 9.288631 49.430912, 9.28937 49.431671, 9.290152 49.432412, 9.290536 49.432785, 9.290947 49.433146, 9.291398 49.433486, 9.291889 49.433801, 9.29242 49.434087, 9.292987 49.434343, 9.293584 49.434567, 9.294209 49.434757, 9.294856 49.434913, 9.29552 49.435031, 9.296198 49.435114, 9.296883 49.435159, 9.297573 49.435164, 9.29826 49.435138, 9.299629 49.435035, 9.300991 49.43489, 9.303719 49.43463, 9.305084 49.4345, 9.305766 49.434435, 9.306451 49.434389, 9.307827 49.434417, 9.308504 49.434501, 9.309163 49.434633, 9.309797 49.434808, 9.310399 49.435027, 9.310964 49.435284, 9.311483 49.43558, 9.311951 49.435909, 9.312366 49.436268, 9.31272 49.436654, 9.313034 49.437054, 9.313652 49.437858, 9.314245 49.438669, 9.315457 49.440285, 9.316669 49.4419, 9.316967 49.442306, 9.317289 49.442703, 9.317652 49.443085, 9.318059 49.443447, 9.318522 49.44378, 9.319031 49.444083, 9.319579 49.444356, 9.320163 49.444595, 9.320778 49.444798, 9.32142 49.444961, 9.322084 49.445081, 9.32276 49.445168, 9.324123 49.445302, 9.325495 49.445398, 9.328231 49.445623, 9.329559 49.445758))",xka_mrk_830,4120,0,5400,106760000,107300000,"67,6 + 0","73,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.459,"MULTILINESTRING ((9.329559 49.445758, 9.329596 49.445762, 9.33097 49.445832, 9.331658 49.445825, 9.332343 49.445773, 9.333011 49.445664, 9.333654 49.445502, 9.334263 49.445292, 9.334828 49.445034, 9.335343 49.444736, 9.3358 49.444399, 9.336192 49.44403, 9.336539 49.443641, 9.337215 49.442858, 9.337864 49.442064, 9.338626 49.441158, 9.339222 49.440422, 9.339859 49.439701, 9.340237 49.439326, 9.340653 49.438968, 9.341118 49.438636, 9.341624 49.438331, 9.342165 49.438052, 9.342738 49.437802, 9.343339 49.437582, 9.343964 49.437393, 9.344609 49.437236, 9.34527 49.437107, 9.34594 49.437004, 9.346508 49.43693, 9.346724 49.436902, 9.348051 49.436732, 9.350586 49.436409, 9.353293 49.436065, 9.354646 49.435893, 9.355319 49.435795, 9.355985 49.43568, 9.356063 49.435663))",xka_mrk_830,4120,0,2394,107300000,107540000,"73,0 + 0","75,4 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.460,"MULTILINESTRING ((9.356063 49.435663, 9.356639 49.435538, 9.35728 49.435373, 9.357905 49.435184, 9.358519 49.43498, 9.360967 49.434152, 9.363415 49.433325, 9.365864 49.432498, 9.368313 49.431673, 9.370762 49.430846, 9.371985 49.430432, 9.372597 49.430225, 9.373195 49.430001, 9.37376 49.429744, 9.374294 49.429461, 9.374792 49.42915, 9.375266 49.428823, 9.377169 49.427522, 9.379073 49.426221, 9.380976 49.42492, 9.382879 49.423619, 9.384782 49.422318, 9.384811 49.422297))",xka_mrk_830,4120,0,2600,107540000,107800000,"75,4 + 0","78,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.461,"MULTILINESTRING ((9.384811 49.422297, 9.385248 49.421986, 9.385736 49.421669, 9.386255 49.421373, 9.386817 49.421116, 9.387434 49.420916, 9.38809 49.420777, 9.388767 49.420697, 9.389455 49.420681, 9.39014 49.420727, 9.390809 49.420835, 9.391441 49.421009, 9.392052 49.421219, 9.392766 49.421492, 9.393008 49.421577, 9.393191 49.421637))",xka_mrk_830,4120,0,692,107800000,107860092,"78,0 + 0","78,6 + 92",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.462,"MULTILINESTRING ((9.393191 49.421637, 9.393254 49.421658, 9.393893 49.42183, 9.394551 49.421958, 9.395227 49.422043, 9.395914 49.422083, 9.396602 49.422075, 9.397288 49.422035, 9.398658 49.421935, 9.400023 49.421809, 9.402758 49.421582, 9.405492 49.421354, 9.40686 49.421241, 9.407544 49.421185, 9.40823 49.421154, 9.408919 49.421172, 9.4096 49.421238, 9.410266 49.421353, 9.410907 49.421517, 9.411516 49.421727, 9.412086 49.42198, 9.412603 49.422276, 9.413082 49.422599, 9.414005 49.423266, 9.414889 49.423957, 9.416694 49.425316, 9.4185 49.426675, 9.420326 49.428022, 9.422133 49.42938, 9.423037 49.430059, 9.423493 49.430396, 9.423936 49.430741, 9.424259 49.431022))",xka_mrk_830,4120,0,2747,107860092,108140039,"78,6 + 92","81,4 + 39",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.463,"MULTILINESTRING ((9.424259 49.431022, 9.42435 49.4311, 9.424556 49.431302))",xka_mrk_830,4120,0,38,108140039,108140077,"81,4 + 39","81,4 + 77",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neckarelz - W�-Heidingsf. West,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.464,"MULTILINESTRING ((9.424556 49.431302, 9.424731 49.431474, 9.425065 49.431867, 9.425266 49.432123, 9.425369 49.43227, 9.425647 49.432682, 9.425937 49.43309, 9.426281 49.433479, 9.426663 49.433852, 9.427541 49.434544, 9.428515 49.435183, 9.429028 49.435493, 9.429304 49.435659))",xka_mrk_830,4120,0,601,108140077,108200078,"81,4 + 77","82,0 + 78",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.465,"MULTILINESTRING ((9.429304 49.435659, 9.429543 49.435802, 9.430515 49.436439, 9.431467 49.43709, 9.433392 49.438377, 9.435317 49.439665, 9.437241 49.440953, 9.438203 49.4416, 9.439174 49.44224, 9.440167 49.442864, 9.441171 49.44348, 9.443184 49.444709, 9.445198 49.445937, 9.447212 49.447166, 9.448221 49.447778, 9.44874 49.448075, 9.44927 49.448362, 9.449814 49.448638, 9.450371 49.448903, 9.450941 49.449156, 9.451519 49.4494, 9.453856 49.450356, 9.456192 49.451311, 9.458529 49.452267, 9.460866 49.453222, 9.463203 49.454177, 9.465539 49.455132, 9.467876 49.456088, 9.470214 49.457043, 9.471382 49.45752, 9.473719 49.458475, 9.474874 49.458948))",xka_mrk_830,4120,0,4223,108200078,108630000,"82,0 + 78","86,3 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.466,"MULTILINESTRING ((9.474874 49.458948, 9.474888 49.458953, 9.475464 49.459201, 9.476019 49.459466, 9.476538 49.459763, 9.477018 49.460085, 9.477452 49.460434, 9.477841 49.460805, 9.478183 49.461195, 9.478487 49.461589))",xka_mrk_830,4120,0,400,108630000,108670000,"86,3 + 0","86,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neckarelz - W�-Heidingsf. West,zweigleisig,Hauptbahn,,
