FID,geom,mifcode,strecke_nr,richtung,laenge,von_km_i,bis_km_i,von_km_l,bis_km_l,elektrifiz,bahnnutzun,geschwindi,strecke_ku,gleisanzah,bahnart,kmspru_typ,kmspru_t00
2019-01_DB-Netz-MRN_4326.144,"MULTILINESTRING ((8.211127 49.49966, 8.211706 49.499801, 8.212945 49.500101, 8.21359 49.500261, 8.214242 49.50041, 8.214902 49.500539, 8.215572 49.500649, 8.21625 49.50073, 8.216933 49.500795, 8.21967 49.501034, 8.222406 49.501274, 8.225142 49.501513, 8.227879 49.501753, 8.228563 49.501812, 8.229244 49.501885, 8.229919 49.501981, 8.230581 49.502106, 8.231224 49.502269, 8.231844 49.502467, 8.232435 49.502699, 8.232994 49.502962, 8.233517 49.503256, 8.233999 49.503577, 8.234435 49.503926, 8.234833 49.504293, 8.235558 49.505057, 8.236224 49.505845, 8.237593 49.507407, 8.238961 49.508969, 8.240329 49.510531, 8.240669 49.510923, 8.241025 49.511308, 8.241407 49.511682, 8.241823 49.512041, 8.242285 49.512374, 8.242789 49.512682, 8.24333 49.512961, 8.243905 49.513209, 8.244509 49.513426, 8.24514 49.513609, 8.245791 49.513758, 8.246459 49.51387, 8.24714 49.513946, 8.247827 49.513985, 8.248517 49.513983, 8.249206 49.513956, 8.250581 49.513872, 8.25333 49.513701, 8.256079 49.513529, 8.258829 49.513357, 8.261578 49.513186, 8.264327 49.513014, 8.267076 49.512843, 8.269825 49.512672, 8.272574 49.512501, 8.275323 49.512329, 8.278072 49.512158, 8.280821 49.511987, 8.283323 49.511831, 8.284134 49.51178, 8.284945 49.511732, 8.287701 49.511621, 8.290459 49.511527, 8.293217 49.511432, 8.295975 49.511343, 8.297355 49.51131, 8.298735 49.511286, 8.301497 49.511265, 8.302187 49.511266, 8.302877 49.511268, 8.305638 49.511302, 8.308398 49.511371, 8.311155 49.511477, 8.313908 49.511619, 8.316656 49.511796, 8.319401 49.511992, 8.322146 49.51219, 8.323519 49.512285, 8.324888 49.512401, 8.32557 49.512473, 8.326248 49.512555, 8.326923 49.51265, 8.327595 49.512754, 8.328928 49.512989, 8.330252 49.513243, 8.332906 49.513742, 8.33423 49.513996, 8.334888 49.514133, 8.335543 49.514275, 8.338141 49.514884, 8.340738 49.515496, 8.342043 49.515792, 8.343329 49.516119, 8.34396 49.516301, 8.344575 49.516505, 8.345165 49.516738, 8.345728 49.516998, 8.346262 49.517283, 8.346763 49.517593, 8.347229 49.517924, 8.347658 49.518276))",xka_mrk_830,3435,0,12102,100060056,101270059,"0,6 + 56","12,7 + 59",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Freinsheim - Frankenthal,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.145,"MULTILINESTRING ((8.347658 49.518276, 8.348046 49.518648, 8.348391 49.519037, 8.348692 49.519442, 8.348945 49.51986, 8.349152 49.520289, 8.349308 49.520727, 8.349412 49.521171, 8.349475 49.521618, 8.349534 49.522517, 8.34952 49.523416, 8.349566 49.527939, 8.349599 49.530264))",xka_mrk_830,3435,0,12102,100060056,101270059,"0,6 + 56","12,7 + 59",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Freinsheim - Frankenthal,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.146,"MULTILINESTRING ((8.349599 49.530264, 8.349616 49.531535, 8.349647 49.534233, 8.349649 49.5347, 8.349627 49.534901, 8.349597 49.53513, 8.349578 49.536029, 8.34958 49.536478, 8.349596 49.536928, 8.349631 49.537376, 8.349687 49.537824, 8.349728 49.538072, 8.349747 49.538308))",xka_mrk_830,3435,0,895,101270059,101360054,"12,7 + 59","13,6 + 54",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Freinsheim - Frankenthal,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.147,"MULTILINESTRING ((8.139019 49.34968, 8.139486 49.349718, 8.139938 49.349747, 8.140648 49.349736, 8.141314 49.349718, 8.141951 49.34969, 8.144052 49.349543, 8.14474 49.349523, 8.145428 49.34952, 8.146115 49.349538, 8.146801 49.349575, 8.147485 49.349626, 8.148164 49.349698, 8.148835 49.349796, 8.149497 49.349919, 8.150147 49.350066, 8.150784 49.350236, 8.151406 49.350428, 8.152013 49.350639, 8.152607 49.350867, 8.153182 49.351114, 8.153737 49.35138, 8.154269 49.351665, 8.154777 49.351968, 8.155267 49.352284, 8.157182 49.353575, 8.158136 49.354223, 8.160052 49.355515, 8.16054 49.355837, 8.161012 49.356169, 8.161015 49.356171))",xka_mrk_830,3436,0,1868,99819931,100000000,"-1,8 + -68","0,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neustadt - Bad D�rkheim,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.148,"MULTILINESTRING ((8.161015 49.356171, 8.16146 49.356512, 8.161868 49.356873, 8.162218 49.35726, 8.162507 49.357667, 8.162731 49.358092, 8.162897 49.358528, 8.163012 49.358971, 8.163093 49.359418, 8.163406 49.361204, 8.163719 49.362991, 8.164032 49.364777, 8.164346 49.36657, 8.164418 49.367018, 8.164505 49.367464, 8.164611 49.367908, 8.164757 49.368347, 8.164964 49.368775, 8.165226 49.369191, 8.165541 49.36959, 8.165906 49.369971, 8.166321 49.37033, 8.166765 49.370673, 8.168427 49.37191, 8.169499 49.372695, 8.169947 49.373037, 8.170363 49.373394, 8.170725 49.373777, 8.171029 49.37418, 8.171268 49.374601, 8.171443 49.375036, 8.171553 49.375479, 8.171618 49.375927, 8.171727 49.376823, 8.171731 49.376869))",xka_mrk_830,3436,0,2505,100000000,100250005,"0,0 + 0","2,5 + 5",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neustadt - Bad D�rkheim,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.149,"MULTILINESTRING ((8.171731 49.376869, 8.171802 49.377721, 8.171985 49.379515, 8.172168 49.381309, 8.172209 49.381758, 8.172266 49.382206, 8.172347 49.382653, 8.172457 49.383096, 8.172605 49.383535, 8.172787 49.383969, 8.173002 49.384396, 8.173251 49.384815, 8.173532 49.385225, 8.173844 49.385626, 8.174191 49.386014, 8.174561 49.386393, 8.175341 49.387134, 8.176154 49.38786, 8.177753 49.389324, 8.179354 49.390788, 8.180186 49.391549, 8.181786 49.393013, 8.183386 49.394477, 8.184986 49.39594, 8.185372 49.396313, 8.185735 49.396695, 8.18606 49.397091, 8.186355 49.397497, 8.186875 49.398329, 8.187341 49.399176, 8.188306 49.40086, 8.18927 49.402545, 8.190235 49.404229, 8.191184 49.405886, 8.192148 49.40757, 8.192631 49.408413, 8.193596 49.410097, 8.193846 49.410516, 8.194118 49.410929, 8.194426 49.411331, 8.194757 49.411725, 8.195454 49.4125, 8.196181 49.413265, 8.197608 49.414803, 8.197966 49.415187, 8.198309 49.415577, 8.198628 49.415976, 8.198919 49.416383, 8.199176 49.4168, 8.199399 49.417225, 8.199587 49.417657, 8.199742 49.418095, 8.199862 49.418538, 8.199957 49.418983, 8.20028 49.420769, 8.200602 49.422555, 8.200923 49.424341, 8.200997 49.424788, 8.201084 49.425234, 8.201252 49.425752, 8.201389 49.426273, 8.201402 49.426644, 8.201402 49.427015, 8.201497 49.427912, 8.201496 49.428362, 8.201462 49.42881, 8.201396 49.429258, 8.201297 49.429703, 8.201166 49.430144, 8.201002 49.430581, 8.200808 49.431012, 8.200579 49.431436, 8.200312 49.431851, 8.200005 49.432252, 8.199653 49.432639, 8.19926 49.433008, 8.198829 49.433359, 8.198361 49.433689, 8.197855 49.433994, 8.197324 49.43428, 8.196218 49.434817, 8.1951 49.435325))",xka_mrk_830,3436,0,7196,100250005,100970000,"2,5 + 5","9,7 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neustadt - Bad D�rkheim,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.150,"MULTILINESTRING ((8.1951 49.435325, 8.195087 49.435331, 8.194521 49.435589, 8.193971 49.435859, 8.193447 49.436151, 8.192961 49.436469, 8.19253 49.43682, 8.192155 49.437197, 8.191841 49.437597, 8.191587 49.438015, 8.191402 49.438447, 8.191257 49.438887, 8.190999 49.439761))",xka_mrk_830,3436,0,600,100970000,101030000,"9,7 + 0","10,3 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neustadt - Bad D�rkheim,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.151,"MULTILINESTRING ((8.190999 49.439761, 8.190996 49.43977, 8.190475 49.441535, 8.189953 49.443301, 8.189435 49.445057, 8.188913 49.446823, 8.18878 49.447264, 8.188625 49.447702, 8.188435 49.448134, 8.188214 49.44856, 8.187957 49.448977, 8.187683 49.44939, 8.187126 49.450212, 8.186012 49.451857, 8.184897 49.453502, 8.183783 49.455147, 8.182669 49.456792, 8.181555 49.458437, 8.181 49.459256))",xka_mrk_830,3436,0,2298,101030000,101260000,"10,3 + 0","12,6 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neustadt - Bad D�rkheim,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.152,"MULTILINESTRING ((8.181 49.459256, 8.180997 49.459259, 8.180721 49.459672, 8.180414 49.460073, 8.180044 49.460453, 8.179615 49.460804, 8.179128 49.461123, 8.178584 49.461399, 8.17799 49.461625, 8.177357 49.461795))",xka_mrk_830,3436,0,400,101260000,101300000,"12,6 + 0","13,0 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Neustadt - Bad D�rkheim,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.153,"MULTILINESTRING ((8.177357 49.461795, 8.177352 49.461796, 8.176687 49.461915, 8.176003 49.461968, 8.175377 49.461958, 8.174635 49.461877, 8.173979 49.461743, 8.173351 49.461555, 8.170922 49.460702, 8.170641 49.460602, 8.170259 49.460488, 8.169881 49.460402, 8.16962 49.460323))",xka_mrk_830,3436,0,604,101300000,101360004,"13,0 + 0","13,6 + 4",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Neustadt - Bad D�rkheim,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.154,"MULTILINESTRING ((8.124504 49.101979, 8.124542 49.102212, 8.12456 49.102443, 8.124534 49.102894, 8.124421 49.103328))",xka_mrk_830,3442,0,152,100070048,100090000,"0,7 + 48","0,9 + 0",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Winden - Bad Bergzabern,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.155,"MULTILINESTRING ((8.124421 49.103328, 8.124419 49.103335, 8.124208 49.103762, 8.123902 49.104164, 8.123515 49.104534, 8.123048 49.104863, 8.122518 49.105147, 8.121929 49.105375, 8.121292 49.10555, 8.120634 49.105659, 8.1193 49.105684, 8.117978 49.10554))",xka_mrk_830,3442,0,596,100090000,100150000,"0,9 + 0","1,5 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Winden - Bad Bergzabern,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.156,"MULTILINESTRING ((8.117978 49.10554, 8.116631 49.10538, 8.115291 49.10519, 8.112604 49.10484, 8.111931 49.104758, 8.111261 49.104665, 8.109599 49.10444, 8.108164 49.10426, 8.106867 49.104095, 8.104243 49.103744, 8.103018 49.103596, 8.101732 49.103433, 8.101054 49.103378, 8.100374 49.103336, 8.099719 49.103338, 8.097738 49.103375, 8.096353 49.103404, 8.093654 49.103456))",xka_mrk_830,3442,0,1800,100150000,100330000,"1,5 + 0","3,3 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Winden - Bad Bergzabern,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.157,"MULTILINESTRING ((8.093654 49.103456, 8.093611 49.103456, 8.092942 49.103469))",xka_mrk_830,3442,0,52,100330000,100330052,"3,3 + 0","3,3 + 52",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Winden - Bad Bergzabern,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.158,"MULTILINESTRING ((8.092942 49.103469, 8.090882 49.103509, 8.088103 49.103572, 8.085349 49.103629, 8.082606 49.103688, 8.079877 49.103755, 8.077157 49.103803, 8.074425 49.10387, 8.073743 49.103892, 8.071764 49.104018))",xka_mrk_830,3442,0,1548,100330052,100490000,"3,3 + 52","4,9 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Winden - Bad Bergzabern,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.159,"MULTILINESTRING ((8.071764 49.104018, 8.071763 49.104018, 8.070399 49.104093, 8.068964 49.104172, 8.067684 49.104249, 8.066327 49.104329, 8.06496 49.104406, 8.063568 49.104473, 8.062761 49.104471, 8.062109 49.104456, 8.061425 49.104413, 8.060763 49.104357, 8.058116 49.104148, 8.05736 49.104087, 8.056698 49.104058, 8.056071 49.104043, 8.055372 49.104057, 8.052626 49.104162))",xka_mrk_830,3442,0,1400,100490000,100630000,"4,9 + 0","6,3 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Winden - Bad Bergzabern,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.160,"MULTILINESTRING ((8.052626 49.104162, 8.052559 49.104164, 8.049819 49.10428, 8.047086 49.104379, 8.044349 49.10448, 8.042997 49.104535, 8.041721 49.104586, 8.040354 49.104654, 8.0403 49.10466))",xka_mrk_830,3442,0,900,100630000,100720000,"6,3 + 0","7,2 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Winden - Bad Bergzabern,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.161,"MULTILINESTRING ((8.0403 49.10466, 8.039712 49.104734, 8.039314 49.104815))",xka_mrk_830,3442,0,74,100720000,100720074,"7,2 + 0","7,2 + 74",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Winden - Bad Bergzabern,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.162,"MULTILINESTRING ((8.039314 49.104815, 8.039031 49.104873, 8.037758 49.105165, 8.03719 49.105294, 8.036448 49.105463, 8.035844 49.105594, 8.035267 49.10568, 8.034701 49.10572, 8.033759 49.105717, 8.031021 49.105641, 8.030396 49.105623, 8.029547 49.105602, 8.028992 49.105587, 8.028185 49.105559, 8.027731 49.105519, 8.026976 49.105396, 8.026352 49.105301, 8.025749 49.105221, 8.025196 49.105179, 8.024291 49.105163, 8.022763 49.10514, 8.021373 49.105154, 8.018644 49.105179))",xka_mrk_830,3442,0,1534,100720074,100880000,"7,2 + 74","8,8 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Winden - Bad Bergzabern,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.163,"MULTILINESTRING ((8.018644 49.105179, 8.018607 49.105179, 8.017875 49.105184))",xka_mrk_830,3442,0,56,100880000,100880056,"8,8 + 0","8,8 + 56",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Winden - Bad Bergzabern,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.164,"MULTILINESTRING ((8.017875 49.105184, 8.015841 49.105199, 8.014482 49.105212, 8.013086 49.10521, 8.012656 49.105207, 8.012376 49.10519, 8.012056 49.105163, 8.011785 49.105131, 8.011535 49.105091, 8.011209 49.105023, 8.010931 49.104953, 8.010482 49.104818, 8.008475 49.10408, 8.008104 49.103939))",xka_mrk_830,3442,0,744,100880056,100960000,"8,8 + 56","9,6 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Winden - Bad Bergzabern,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.165,"MULTILINESTRING ((8.008104 49.103939, 8.007701 49.103785, 8.007127 49.103544, 8.00666 49.103402, 8.006101 49.103309, 8.005509 49.103269, 8.004224 49.103245, 8.002844 49.103218, 8.002247 49.103209))",xka_mrk_830,3442,0,444,100960000,101000044,"9,6 + 0","10,0 + 44",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Winden - Bad Bergzabern,eingleisig,Nebenbahn,,
2019-01_DB-Netz-MRN_4326.166,"MULTILINESTRING ((8.121457 49.092345, 8.12132 49.091622, 8.121299 49.090905, 8.121356 49.090458, 8.121475 49.090015, 8.121659 49.089582, 8.121906 49.089163, 8.122208 49.08876, 8.122566 49.088376, 8.122974 49.088016, 8.123431 49.087681, 8.123932 49.087375, 8.124473 49.0871, 8.12505 49.086858, 8.125658 49.086652, 8.126292 49.086483, 8.126947 49.086353, 8.127617 49.086262, 8.128297 49.086211, 8.128981 49.086203, 8.129664 49.086227, 8.131025 49.086324, 8.13103 49.086325))",xka_mrk_830,3443,0,1161,100030039,100150000,"0,3 + 39","1,5 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Winden - Karlsruhe,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.167,"MULTILINESTRING ((8.13103 49.086325, 8.132378 49.086463, 8.13509 49.086708, 8.137806 49.086936, 8.140522 49.087165, 8.143238 49.087394, 8.145953 49.087623, 8.148669 49.087852, 8.15136 49.088079, 8.154079 49.088308, 8.156795 49.088537, 8.159511 49.088766, 8.162226 49.088995, 8.164942 49.089224, 8.167658 49.089452, 8.170374 49.089681, 8.17309 49.089908, 8.173771 49.089954, 8.174454 49.089979, 8.175821 49.089937, 8.176497 49.089868, 8.177164 49.089767, 8.177818 49.089635, 8.178456 49.089472, 8.179075 49.08928, 8.179671 49.089059, 8.180241 49.08881, 8.180782 49.088536, 8.181293 49.088236, 8.181769 49.087913, 8.182208 49.087569, 8.182609 49.087204, 8.182966 49.086821, 8.183289 49.086425, 8.183874 49.085612, 8.184407 49.084784, 8.185506 49.083136, 8.186056 49.082313, 8.186065 49.082299))",xka_mrk_830,3443,0,4498,100150000,100600000,"1,5 + 0","6,0 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 100 bis 120 km/h,Winden - Karlsruhe,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.168,"MULTILINESTRING ((8.186065 49.082299, 8.186339 49.081903, 8.186522 49.081666))",xka_mrk_830,3443,0,78,100600000,100600078,"6,0 + 0","6,0 + 78",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Winden - Karlsruhe,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.169,"MULTILINESTRING ((8.186522 49.081666, 8.186647 49.081502, 8.186999 49.081117, 8.187394 49.08075, 8.187837 49.080407, 8.188323 49.080091, 8.188848 49.079803, 8.189409 49.079545, 8.19 49.079319, 8.190619 49.079128, 8.19126 49.078971, 8.19192 49.078851, 8.192592 49.078768, 8.193272 49.078719, 8.193956 49.078697, 8.194639 49.078708, 8.195318 49.078765, 8.195992 49.078844, 8.196016 49.078847))",xka_mrk_830,3443,0,822,100600078,100690000,"6,0 + 78","6,9 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Winden - Karlsruhe,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.170,"MULTILINESTRING ((8.196016 49.078847, 8.197728 49.079054, 8.20003 49.079333, 8.200704 49.079412, 8.201383 49.079466, 8.202067 49.07948, 8.202749 49.079453, 8.203324 49.079392, 8.203425 49.079381, 8.204086 49.079264, 8.204725 49.079106, 8.205339 49.078907, 8.205919 49.078669, 8.206473 49.078405, 8.207555 49.077855, 8.20861 49.077281, 8.209089 49.077029))",xka_mrk_830,3443,0,1043,100690000,100790043,"6,9 + 0","7,9 + 43",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Winden - Karlsruhe,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.171,"MULTILINESTRING ((8.209089 49.077029, 8.210744 49.076155, 8.212879 49.075029, 8.215013 49.073903, 8.217147 49.072777, 8.219281 49.071651, 8.221414 49.070524, 8.223548 49.069398, 8.224629 49.068828, 8.226763 49.067701, 8.228896 49.066575, 8.230013 49.065985, 8.231029 49.065448, 8.233163 49.064322, 8.235296 49.063196, 8.237429 49.062069, 8.239562 49.060942, 8.241369 49.059987, 8.241694 49.059815, 8.242752 49.059254, 8.242759 49.05925, 8.243841 49.058701, 8.244967 49.05819, 8.24611 49.057695, 8.248385 49.056696, 8.250658 49.055695, 8.252925 49.054688, 8.255188 49.053677, 8.257449 49.052664, 8.259705 49.051647, 8.261238 49.050953))",xka_mrk_830,3443,0,4794,100790043,101270036,"7,9 + 43","12,7 + 36",nicht elektrifiziert,Pz/Gz-Bahn,ab 100 bis 120 km/h,Winden - Karlsruhe,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.172,"MULTILINESTRING ((8.261238 49.050953, 8.261958 49.050627, 8.262209 49.050515))",xka_mrk_830,3443,0,86,101270036,101280022,"12,7 + 36","12,8 + 22",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Winden - Karlsruhe,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.173,"MULTILINESTRING ((8.262209 49.050515, 8.264222 49.049617, 8.265383 49.049141, 8.267097 49.048383))",xka_mrk_830,3443,0,429,101280022,101320051,"12,8 + 22","13,2 + 51",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Winden - Karlsruhe,eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.174,"MULTILINESTRING ((8.267097 49.048383, 8.267652 49.048137, 8.269904 49.047116, 8.272144 49.046084, 8.273278 49.045581, 8.275575 49.044604))",xka_mrk_830,3443,0,749,101320051,101400000,"13,2 + 51","14,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Winden - Karlsruhe,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.175,"MULTILINESTRING ((8.275575 49.044604, 8.277857 49.043612, 8.277921 49.043585, 8.278394 49.043375, 8.279162 49.043031, 8.280013 49.042655, 8.281253 49.042098, 8.282405 49.041613, 8.282996 49.041388, 8.2836 49.041176, 8.284216 49.040983, 8.284841 49.040801))",xka_mrk_830,3443,0,800,101400000,101480000,"14,0 + 0","14,8 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Winden - Karlsruhe,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.176,"MULTILINESTRING ((8.284841 49.040801, 8.284842 49.040801, 8.287379 49.040129, 8.289039 49.03967, 8.289948 49.039428, 8.291222 49.039101, 8.292502 49.038775, 8.29504 49.038104, 8.296303 49.03776, 8.297579 49.037436, 8.298289 49.037274, 8.299009 49.03713, 8.299606 49.037032, 8.300207 49.036945, 8.302892 49.036602, 8.303067 49.036581, 8.30558 49.036267, 8.307944 49.035973, 8.309611 49.035765, 8.310954 49.035597, 8.312291 49.035408, 8.314978 49.035073, 8.317665 49.034737, 8.320354 49.034407, 8.321769 49.03423, 8.323347 49.034034, 8.324408 49.033881, 8.325106 49.033807, 8.325793 49.033706, 8.326456 49.033595, 8.327113 49.033471, 8.327765 49.033335, 8.328411 49.033188, 8.32905 49.033029, 8.329683 49.032858, 8.330308 49.032675, 8.330925 49.032482, 8.331533 49.032277, 8.332133 49.032061, 8.332723 49.031834, 8.333304 49.031596, 8.333874 49.031348, 8.334433 49.03109, 8.334982 49.030821, 8.335518 49.030543, 8.336043 49.030255, 8.336555 49.029957, 8.337055 49.02965, 8.337541 49.029334, 8.338474 49.028676, 8.339377 49.028001, 8.341197 49.026659, 8.342107 49.025988, 8.343023 49.02532, 8.343913 49.024638, 8.344338 49.024286, 8.344747 49.023925, 8.345136 49.023556, 8.345506 49.023178, 8.345858 49.022792, 8.346189 49.022399, 8.346499 49.021998, 8.346791 49.021592, 8.347326 49.020764, 8.34783 49.019928, 8.348438 49.018936, 8.349363 49.017426, 8.35008433514213 49.01624871329053))",xka_mrk_830,3443,0,9409,101480000,102420000,"14,8 + 0","24,2 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Winden - Karlsruhe,zweigleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.177,"MULTILINESTRING ((8.402674 49.225335, 8.402296 49.225252, 8.402152 49.225225, 8.402139 49.225223, 8.401869 49.225175, 8.401596 49.225136, 8.401351 49.225108, 8.400974 49.225076, 8.400696 49.22506, 8.400458 49.225054, 8.400162 49.225052, 8.399887 49.225055, 8.399528 49.225063, 8.398924 49.225082, 8.398573 49.225095, 8.397719 49.225122, 8.397538 49.225129))",xka_mrk_830,3450,0,378,100000022,100040000,"0,0 + 22","0,4 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Rheinsheim - Rohrbach (Saar),eingleisig,Hauptbahn,,
2019-01_DB-Netz-MRN_4326.178,"MULTILINESTRING ((8.397538 49.225129, 8.397032 49.225146, 8.396558 49.225161, 8.396185 49.225167, 8.395861 49.225163, 8.395644 49.225153, 8.395442 49.225136, 8.395254 49.225114, 8.394987 49.225074, 8.394807 49.22504, 8.394618 49.224997, 8.394407 49.224941, 8.394224 49.224887, 8.394019 49.224815, 8.393818 49.224736, 8.393664 49.224668, 8.393546 49.224611, 8.393411 49.224541, 8.393245 49.224444, 8.393092 49.224346, 8.392979 49.224269, 8.39289 49.224202, 8.392769 49.224104, 8.392658 49.224004, 8.392592 49.223938, 8.392522 49.223867, 8.392422 49.223753, 8.392329 49.223635, 8.392239 49.223511, 8.392167 49.223404, 8.39207 49.223249, 8.391917 49.222992, 8.391761 49.222731, 8.391555 49.222383, 8.391394 49.222108, 8.391084 49.221587, 8.390881 49.221246, 8.390696 49.220933, 8.390541 49.220672))",xka_mrk_830,3450,0,800,100040000,100120000,"0,4 + 0","1,2 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Rheinsheim - Rohrbach (Saar),eingleisig,Hauptbahn,,
